num_chars_s1,num_chars_s2,num_tokens_s1,num_tokens_s2,num_stopwords_s1,num_stopwords_s2,num_token_overlap,num_lemma_overlap,num_nouns_s1,num_nouns_s2,num_verbs_s1,num_verbs_s2,num_adj_s1,num_adj_s2
40,28,9,7,4,3,7,7,2,2,2,1,0,0
30,43,6,9,2,4,6,6,2,3,1,1,0,0
30,26,8,6,3,3,4,4,3,1,1,1,0,0
27,29,6,7,2,3,4,5,2,2,1,1,0,0
27,29,7,7,3,3,6,6,2,2,1,1,0,0
28,28,7,7,3,3,5,5,2,2,1,1,0,0
26,35,6,8,2,3,5,5,2,3,1,1,0,0
29,32,7,7,3,3,6,6,2,2,1,1,0,0
31,35,6,7,2,3,2,3,2,2,1,1,0,1
34,32,7,7,3,3,5,5,2,2,1,1,0,0
24,20,7,6,3,2,5,6,2,2,1,1,0,0
39,27,9,7,4,3,7,7,2,2,2,1,0,0
28,38,7,9,2,4,5,5,3,3,1,1,0,0
29,42,6,9,2,4,6,6,2,3,1,1,0,0
26,23,7,6,3,2,4,4,2,2,1,1,0,0
28,21,7,6,3,2,4,4,2,2,1,1,0,0
26,23,6,6,2,2,4,4,2,2,1,1,0,0
23,31,5,6,1,2,3,4,1,1,1,1,0,0
28,26,7,7,3,3,5,6,2,2,1,1,0,0
35,24,9,7,3,3,7,6,3,2,1,1,1,0
28,31,6,6,2,2,5,5,2,2,1,1,0,0
32,32,8,8,4,4,6,6,2,2,1,1,0,0
26,38,7,9,3,4,7,6,2,2,1,2,0,0
32,32,7,8,3,4,5,5,2,2,1,1,0,0
17,20,5,5,2,2,4,4,1,1,1,1,0,0
20,17,5,5,2,2,4,4,1,1,1,1,0,0
21,21,5,5,2,2,3,3,1,1,1,1,0,0
27,25,8,7,4,3,6,5,2,2,1,1,0,0
26,26,7,7,3,3,5,4,2,2,1,1,0,0
26,26,6,6,2,2,3,4,2,2,1,1,0,0
28,24,7,6,3,2,4,4,2,2,1,1,0,0
26,26,7,5,3,1,4,4,2,1,1,1,0,0
26,26,7,6,3,2,5,5,2,2,1,1,0,0
26,31,7,8,2,3,5,6,3,3,1,1,0,0
30,27,7,7,3,3,5,5,2,2,1,1,0,0
27,30,7,7,3,3,5,5,2,2,1,1,0,0
32,30,8,7,4,3,6,6,2,2,1,1,0,0
33,34,8,8,4,3,6,6,2,3,1,1,0,0
37,30,8,8,3,3,5,6,2,2,1,1,1,1
36,36,7,8,3,3,5,5,2,3,1,1,0,0
40,52,8,9,3,3,5,6,1,1,1,2,0,0
25,30,7,7,3,3,5,5,2,2,1,1,0,0
25,25,6,7,2,3,4,5,2,2,1,1,0,0
29,31,7,8,3,4,5,4,2,2,1,1,0,0
28,27,7,6,3,2,4,5,2,2,1,1,0,0
24,21,6,6,2,2,4,5,2,2,1,1,0,0
34,31,8,8,4,4,7,5,3,2,1,1,0,0
29,36,6,7,2,2,5,5,2,3,1,1,0,0
29,31,8,8,4,4,5,5,2,2,1,1,0,0
27,28,8,8,4,4,6,5,2,2,1,1,0,0
23,27,7,8,3,4,6,5,2,2,1,1,0,0
19,16,5,5,2,2,3,3,1,1,1,1,0,0
25,25,7,7,3,3,6,5,2,2,1,1,0,0
25,25,7,7,3,3,6,5,2,2,1,1,0,0
18,17,5,5,2,2,4,4,1,1,1,1,0,0
39,39,9,9,4,4,7,7,3,3,1,1,0,0
29,44,7,10,3,5,7,6,2,3,1,1,0,0
33,30,8,7,4,3,6,5,2,2,1,1,0,0
31,27,7,7,3,3,4,4,2,2,1,1,0,0
25,33,6,8,2,3,5,5,2,2,1,2,0,0
25,28,7,7,4,3,5,4,2,2,1,1,0,0
25,23,7,7,3,3,5,5,2,2,1,1,0,0
23,25,7,7,3,3,5,4,2,2,1,1,0,0
54,65,13,15,7,7,10,10,4,5,1,1,0,1
33,38,8,9,3,4,5,6,2,2,1,1,1,1
24,37,5,8,2,4,5,5,1,2,1,1,0,0
41,38,9,9,3,4,6,7,3,3,1,1,1,0
30,21,6,5,3,2,4,4,1,1,1,1,0,0
25,26,7,7,3,3,5,4,2,2,1,1,0,0
37,37,9,9,4,4,6,7,3,3,1,1,0,0
50,32,11,8,5,3,6,5,3,3,1,1,1,0
31,28,6,6,3,3,4,5,1,1,1,1,0,0
19,17,5,5,2,2,3,3,1,1,1,1,0,0
30,19,9,6,4,2,6,5,3,2,1,1,0,0
23,26,7,7,3,3,5,4,2,2,1,1,0,0
22,22,6,5,2,1,3,4,2,2,1,1,0,0
30,27,7,6,3,2,4,4,2,2,1,1,0,0
25,27,6,6,2,2,3,4,2,2,1,1,0,0
45,33,10,8,4,4,7,6,3,2,1,1,0,0
28,45,7,11,3,5,7,7,2,3,1,2,0,0
22,25,6,7,2,3,4,5,2,2,1,1,0,0
42,39,10,10,4,5,6,7,4,3,1,1,0,0
24,18,7,6,3,2,5,4,2,2,1,1,0,0
54,51,12,11,6,5,8,8,4,4,1,1,0,0
32,39,8,9,3,3,4,6,3,3,1,1,0,1
27,23,6,7,3,3,5,5,1,2,1,1,0,0
26,24,7,7,3,3,5,4,2,2,1,1,0,0
55,61,11,14,6,6,8,8,3,5,1,1,0,1
33,33,7,8,3,3,4,5,2,3,1,1,0,0
18,19,4,5,1,2,2,3,1,1,1,1,0,0
44,38,9,8,4,5,6,6,3,2,1,1,0,0
33,20,8,5,3,2,5,5,2,1,1,1,1,0
26,27,7,7,3,3,5,4,2,2,1,1,0,0
35,26,10,7,5,3,6,5,3,2,1,1,0,0
43,37,10,8,4,3,4,5,4,3,1,1,0,0
28,36,6,8,2,3,5,5,2,3,1,1,0,0
34,30,9,7,4,3,5,6,3,2,1,1,0,0
25,23,6,6,2,2,4,4,1,2,1,1,0,0
25,23,7,6,3,2,4,4,2,2,1,1,0,0
36,28,10,7,5,3,4,4,3,2,1,1,0,0
29,27,8,7,4,3,5,4,2,2,1,1,0,0
42,41,8,9,3,4,5,5,3,3,1,1,0,0
36,31,9,7,4,3,5,5,3,2,1,1,0,0
28,31,6,6,2,3,4,4,2,1,1,1,0,0
19,32,5,7,2,3,5,5,1,1,1,2,0,0
26,25,7,7,3,3,5,4,2,2,1,1,0,0
23,28,6,7,2,3,3,3,2,2,1,1,0,0
24,19,5,5,2,2,2,3,1,1,1,1,0,0
37,33,8,7,5,4,5,5,1,1,1,1,1,1
20,34,5,8,2,4,5,5,1,2,1,1,0,0
17,29,5,8,2,4,5,5,1,2,1,1,0,0
27,38,6,8,2,3,5,5,2,2,1,2,0,0
35,30,9,7,4,2,4,5,3,3,1,1,0,0
32,33,8,8,3,3,5,6,3,3,1,1,0,0
32,33,8,8,3,3,6,5,2,2,1,1,1,1
21,36,5,8,2,4,5,5,1,2,1,1,0,0
24,33,6,9,2,4,5,5,2,3,1,1,0,0
29,28,7,8,3,4,5,5,2,2,1,1,0,0
34,42,10,11,5,6,6,5,3,3,1,1,0,0
26,31,7,8,3,3,5,4,2,3,1,1,0,0
39,48,9,10,4,4,6,6,2,2,2,2,0,1
43,36,8,8,3,3,6,6,3,3,1,1,0,1
34,26,7,7,3,4,5,5,3,2,1,1,0,0
30,41,8,10,3,4,6,6,2,2,1,1,0,2
38,33,9,8,3,2,6,5,2,2,1,1,2,2
27,25,6,7,2,3,5,5,2,2,1,1,0,0
24,28,7,7,3,3,4,6,2,2,1,1,0,0
41,44,10,11,5,6,7,7,3,3,2,2,0,0
20,24,5,6,1,2,4,4,2,2,1,1,0,0
39,38,9,9,4,4,6,6,3,3,1,1,0,0
31,24,7,7,3,3,4,4,2,2,1,1,0,0
28,27,6,6,3,3,4,4,1,1,1,1,0,0
29,26,6,6,3,3,3,3,0,1,1,1,0,0
30,25,5,5,2,2,3,3,1,1,1,1,0,0
32,37,8,9,3,4,6,6,2,2,1,1,1,1
25,33,6,8,2,4,5,4,2,2,1,1,0,0
27,31,6,8,3,4,4,4,2,2,1,1,0,0
20,27,5,6,2,2,4,4,1,2,1,1,0,0
45,52,11,12,4,5,8,7,4,5,1,1,1,0
36,25,9,7,4,3,5,5,2,2,1,1,1,0
23,27,7,7,3,3,4,3,2,2,1,1,0,0
24,26,7,7,3,3,5,4,2,2,1,1,0,0
38,26,9,7,4,3,6,5,3,2,1,1,0,0
36,28,7,6,2,2,4,4,2,2,2,1,0,0
33,31,7,7,3,3,4,4,2,2,1,1,0,0
17,22,5,6,2,2,4,4,1,2,1,1,0,0
27,26,6,7,3,3,4,4,1,2,1,1,0,0
51,30,12,7,6,3,6,7,4,2,1,1,0,0
29,27,9,7,3,3,5,5,3,2,1,1,0,0
26,30,6,6,2,3,3,4,2,1,1,1,0,0
24,18,7,5,3,2,4,4,2,1,1,1,0,0
28,28,6,6,3,2,2,2,1,1,1,1,0,0
18,24,5,6,2,2,3,3,1,2,1,1,0,0
28,31,7,7,3,2,4,5,2,2,1,1,0,1
29,30,7,7,3,3,4,4,2,2,1,1,0,0
19,26,5,6,2,2,4,4,1,2,1,1,0,0
37,39,9,9,4,4,5,4,3,3,1,1,0,0
31,31,8,8,4,4,5,5,2,2,1,1,0,0
26,22,6,5,3,2,2,2,1,0,1,1,0,0
24,24,6,6,2,2,4,4,2,2,1,1,0,0
26,22,6,5,2,2,4,4,2,1,1,1,0,0
36,32,8,8,3,4,6,6,3,2,1,1,0,0
25,26,7,7,3,3,5,4,2,2,1,1,0,0
23,28,6,7,2,3,4,4,2,2,1,1,0,0
24,30,7,8,3,3,5,5,2,2,1,1,0,1
28,26,6,6,2,2,4,4,2,2,1,1,0,0
31,23,8,7,3,3,5,4,3,2,1,1,0,0
28,26,6,7,3,3,4,4,1,2,1,1,0,0
26,28,7,6,3,2,3,3,2,2,1,1,0,0
29,25,8,7,4,3,5,4,2,2,1,1,0,0
31,26,8,7,3,3,5,5,2,2,1,1,1,0
27,33,7,9,3,4,6,7,2,3,1,1,0,0
23,17,5,4,2,1,3,3,1,1,1,1,0,0
37,23,10,6,5,2,5,5,3,2,1,1,0,0
31,29,8,7,3,3,3,4,2,2,1,1,1,0
20,23,6,7,2,3,4,5,2,2,1,1,0,0
27,39,8,10,4,5,6,6,2,2,1,2,0,0
34,38,9,8,4,3,5,5,3,3,1,1,0,0
29,20,7,6,3,2,3,4,2,2,1,1,0,0
26,26,6,7,2,3,3,4,2,2,1,1,0,0
24,28,7,7,3,3,5,4,2,2,1,1,0,0
27,25,8,9,4,3,5,4,2,3,1,1,0,0
26,29,7,8,3,4,5,4,2,2,1,1,0,0
24,34,6,9,2,5,4,4,2,3,1,1,0,0
31,30,8,7,4,3,4,4,2,2,1,1,0,0
36,31,8,8,3,4,5,5,3,2,1,1,0,0
36,34,9,8,4,3,5,6,3,3,1,1,0,0
38,35,8,7,3,3,4,4,3,2,1,1,0,0
39,46,8,9,3,4,4,5,2,2,1,1,1,1
18,26,5,8,2,4,4,4,1,2,1,1,0,0
21,26,6,7,2,3,4,3,2,2,1,1,0,0
32,21,7,5,3,2,4,4,1,1,1,1,1,0
28,25,6,7,2,3,3,3,2,2,1,1,0,0
24,29,7,7,3,3,4,3,2,2,1,1,0,0
24,32,7,8,3,3,5,4,2,2,1,1,0,1
26,30,7,7,3,3,4,3,2,2,1,1,0,0
27,32,8,8,4,3,5,4,2,3,1,1,0,0
62,46,14,10,6,4,7,7,4,3,2,1,0,1
49,29,10,8,5,4,6,5,3,2,1,1,0,0
39,39,9,10,4,5,6,6,2,3,1,1,1,0
36,27,9,8,3,4,6,5,3,2,1,1,1,0
40,29,8,6,3,2,4,4,3,2,1,1,0,0
39,24,8,7,3,3,4,4,2,2,1,1,1,0
50,37,12,9,7,4,6,5,4,3,1,1,0,0
54,42,11,10,5,5,6,6,4,3,1,1,0,0
29,28,7,7,3,3,4,3,2,2,1,1,0,0
27,30,7,8,3,3,4,3,2,2,1,1,0,1
18,24,6,7,2,3,4,4,1,2,1,1,0,0
23,28,7,8,3,4,5,4,2,2,1,1,0,0
54,28,12,8,6,4,7,6,3,2,2,1,0,0
37,42,10,10,5,6,4,4,3,3,1,1,0,0
39,31,10,8,4,3,5,4,3,2,1,1,1,1
41,23,9,6,3,2,5,5,3,2,1,1,1,0
33,28,9,7,4,3,5,4,3,2,1,1,0,0
32,23,7,7,3,3,4,3,2,2,1,1,0,0
28,27,6,7,2,3,3,3,2,2,1,1,0,0
23,23,5,4,2,1,2,3,1,1,1,1,0,0
26,20,6,5,2,1,3,4,2,2,1,1,0,0
29,51,6,9,2,4,5,5,2,2,1,2,0,0
42,38,7,6,3,2,3,5,2,2,1,1,0,0
36,35,10,8,5,4,5,5,3,2,1,1,0,0
60,39,14,11,7,5,7,7,5,4,1,1,0,0
35,27,7,6,3,2,3,3,2,2,1,1,0,0
29,30,7,7,3,3,4,4,2,2,1,1,0,0
34,25,9,7,4,3,4,3,3,2,1,1,0,0
27,32,7,7,3,3,3,3,2,1,1,2,0,0
37,19,8,4,4,1,3,4,2,1,1,1,0,0
32,24,8,6,4,2,4,4,2,2,1,1,0,0
30,26,7,7,3,3,4,3,2,2,1,1,0,0
55,26,12,6,6,2,6,6,4,2,2,1,0,0
45,36,9,7,4,3,5,5,2,1,1,1,0,0
29,49,6,11,1,5,5,5,3,4,1,1,0,0
36,42,8,11,3,6,5,5,3,3,1,1,0,0
44,50,10,13,4,7,6,6,4,4,1,1,0,0
27,20,7,5,3,2,4,4,2,1,1,1,0,0
28,38,6,9,2,4,4,4,2,3,1,1,0,0
39,24,9,7,4,4,5,4,3,2,1,1,0,0
29,34,7,8,3,3,4,4,2,3,1,1,0,0
39,43,9,9,3,3,5,6,3,4,2,1,0,0
27,33,7,6,3,2,3,2,2,2,1,1,0,1
26,34,7,8,3,4,4,3,2,3,1,1,0,0
37,36,7,8,3,4,3,4,2,2,1,1,0,0
26,28,6,7,2,3,4,4,2,2,1,1,0,0
29,25,7,7,3,3,4,4,2,2,1,1,0,0
33,37,9,10,4,5,6,5,3,3,1,1,0,0
41,29,11,8,6,4,5,5,3,2,1,1,1,0
39,28,9,7,5,3,3,3,2,2,1,1,0,0
40,43,10,10,4,4,7,7,4,4,1,1,0,0
50,33,11,8,4,3,3,4,4,2,1,1,1,1
29,51,7,11,3,5,6,6,2,3,1,1,0,0
33,31,7,7,3,3,3,3,2,2,1,1,0,0
22,26,7,8,4,4,5,4,2,3,1,1,0,0
27,21,7,6,3,2,4,3,2,2,1,1,0,0
22,26,6,6,2,2,4,4,2,2,1,1,0,0
23,25,7,7,3,3,4,3,2,2,1,1,0,0
45,32,11,9,6,4,4,4,3,3,1,1,0,0
33,28,7,7,2,3,4,4,3,2,1,1,0,0
25,20,5,5,1,2,3,4,1,1,1,1,0,0
26,19,7,5,3,2,3,3,2,1,1,1,0,0
33,54,8,12,4,4,4,4,2,2,1,1,0,1
32,26,8,6,4,2,4,4,2,2,1,1,0,0
38,33,9,8,4,3,4,4,2,2,2,1,0,1
37,34,9,9,4,4,5,5,3,3,1,1,0,0
24,31,7,6,3,2,3,3,2,2,1,1,0,0
27,28,7,6,3,2,3,3,2,2,1,1,0,0
27,28,6,7,2,3,3,3,2,2,1,1,0,0
29,26,7,6,2,2,3,3,3,2,1,1,0,0
26,29,7,6,3,2,3,3,2,2,1,1,0,0
27,28,7,7,3,3,4,3,2,2,1,1,0,0
58,33,14,9,7,4,6,7,4,3,1,1,1,0
30,35,7,8,2,4,3,3,2,2,2,1,0,0
26,26,7,7,3,3,2,3,2,2,1,1,0,0
21,18,4,4,1,1,2,2,1,1,1,1,0,0
29,49,8,13,4,8,6,6,2,3,1,1,0,0
36,29,8,6,4,2,4,4,2,2,1,1,1,0
23,29,7,7,3,3,4,3,2,2,1,1,0,0
33,42,8,9,3,5,4,4,3,2,1,1,0,0
42,33,10,8,5,4,4,4,2,2,2,1,0,0
34,28,7,7,2,3,4,4,3,2,1,1,0,0
42,30,10,8,5,4,4,5,3,2,1,1,0,0
32,40,8,9,5,3,4,5,2,3,1,2,0,0
20,16,4,5,1,2,2,3,1,1,1,1,0,0
25,34,6,9,3,4,4,4,1,2,1,1,0,0
23,36,6,8,2,3,2,2,2,3,1,1,0,0
34,25,8,7,3,3,4,4,3,2,1,1,0,0
29,30,6,7,2,2,3,3,2,3,1,1,0,0
51,31,11,8,5,3,5,4,3,3,2,1,0,0
46,36,10,8,5,3,4,4,4,2,1,1,0,0
35,34,8,7,3,2,3,3,3,3,1,1,0,0
41,28,10,8,5,3,4,4,3,2,1,1,0,1
30,49,8,10,4,5,5,5,2,2,1,2,0,0
23,33,7,8,3,4,3,3,2,2,1,1,0,0
24,32,8,7,3,3,3,3,3,2,1,1,0,0
24,32,6,8,2,4,3,3,2,2,1,1,0,0
49,27,10,7,4,3,4,4,2,2,2,1,1,0
30,46,7,10,3,5,4,4,2,3,1,1,0,0
28,25,7,6,3,3,3,3,2,1,1,1,0,0
26,27,7,6,3,2,3,3,2,2,1,1,0,0
46,37,11,9,5,3,5,4,4,4,1,1,0,0
40,30,10,8,4,3,4,6,3,3,1,1,1,0
25,35,5,9,2,4,3,3,1,3,1,1,0,0
27,33,6,8,2,3,3,3,2,2,1,1,0,1
35,25,10,6,5,2,4,4,3,2,1,1,0,0
28,32,8,7,3,3,2,2,3,2,1,1,0,0
20,30,6,7,2,3,2,3,2,2,1,1,0,0
32,28,8,7,3,3,3,3,3,2,1,1,0,0
21,19,5,5,2,2,2,2,1,1,1,1,0,0
29,38,7,9,3,4,4,6,2,3,1,1,0,0
23,24,6,5,2,2,2,2,2,1,1,1,0,0
25,39,6,10,2,5,4,4,2,3,1,1,0,0
24,30,6,6,2,2,3,3,2,2,1,1,0,0
21,50,5,11,2,5,5,5,1,3,1,2,0,1
44,34,8,7,3,3,3,3,2,2,1,1,1,0
46,32,9,9,4,4,4,4,3,3,1,1,0,0
42,26,9,6,4,3,3,3,3,2,1,1,0,0
42,26,11,6,5,2,4,4,4,2,1,1,0,0
59,60,15,13,8,6,6,5,4,3,2,3,0,0
40,28,8,6,5,2,3,3,1,2,1,1,1,0
28,23,8,7,4,3,4,3,2,2,1,1,0,0
25,26,6,7,3,3,4,4,1,2,1,1,0,0
42,33,8,8,4,3,4,4,2,3,1,1,0,0
21,20,5,5,2,2,2,2,1,1,1,1,0,0
29,26,7,6,3,2,2,3,2,2,1,1,0,0
33,29,9,8,4,3,4,3,3,3,1,1,0,0
31,52,7,11,3,6,4,5,2,3,1,1,0,1
26,26,7,6,3,3,3,3,2,1,1,1,0,0
33,26,8,7,4,3,4,3,2,2,1,1,0,0
49,38,11,8,5,3,6,5,4,2,1,1,0,1
30,47,8,12,4,7,6,5,2,3,1,1,0,0
33,30,7,8,3,4,4,4,2,2,1,1,0,0
22,27,5,6,1,2,2,3,2,2,1,1,0,0
26,30,7,8,3,3,3,3,2,2,1,2,0,0
30,26,9,7,4,3,4,3,3,2,1,1,0,0
46,28,11,7,5,2,4,3,4,3,1,1,0,0
33,41,9,9,4,4,5,4,3,3,1,1,0,0
30,30,7,7,2,3,3,3,2,2,1,1,0,0
32,21,7,5,3,2,3,3,2,1,1,1,0,0
25,28,6,9,2,4,3,2,2,3,1,1,0,0
55,30,11,7,4,2,4,5,5,3,1,1,0,0
29,49,6,10,3,4,4,4,1,4,1,1,0,0
33,45,8,10,4,5,5,5,2,3,1,1,0,0
30,48,7,11,3,5,4,4,2,4,1,1,0,0
39,57,9,14,4,7,4,4,3,4,1,1,0,1
62,27,16,8,7,3,6,6,3,3,2,1,1,0
53,40,11,9,4,3,3,4,5,4,1,1,0,0
28,40,7,9,3,4,3,6,2,3,1,1,0,0
33,53,8,11,4,4,3,3,2,5,1,1,0,0
29,32,7,8,3,3,4,3,2,2,1,1,0,1
28,33,8,9,4,4,4,3,2,2,1,1,0,1
31,41,7,9,3,4,3,3,2,3,1,1,0,0
43,58,10,14,5,9,6,5,2,4,1,1,0,0
46,30,10,8,4,4,4,4,3,2,2,1,0,0
37,39,10,11,5,6,6,5,3,3,1,1,0,0
38,38,8,8,4,3,3,3,2,2,1,1,0,1
23,35,6,8,2,4,3,2,2,2,1,1,0,0
35,23,7,6,2,2,3,3,2,1,1,1,1,1
30,39,7,9,2,4,3,4,2,3,1,1,1,0
38,31,9,8,4,4,2,2,3,2,2,1,0,0
35,34,7,7,2,3,2,2,2,2,1,1,1,0
29,33,6,8,2,3,3,3,2,3,1,1,0,0
38,46,8,11,3,6,5,6,3,4,1,1,0,0
24,42,7,9,3,4,3,3,2,3,1,1,0,0
37,29,9,7,4,3,3,3,3,2,1,1,0,0
31,35,8,8,4,3,3,3,2,3,1,1,0,0
31,39,9,10,4,5,5,5,2,3,2,1,0,0
83,35,19,8,10,4,6,6,4,2,2,1,3,1
31,28,7,7,3,3,3,3,2,2,1,1,0,0
29,56,6,11,2,4,4,4,2,4,1,1,0,1
39,35,8,8,3,4,2,2,2,2,1,1,1,0
41,37,8,10,4,4,1,1,1,4,1,1,1,0
42,40,11,9,5,4,5,4,3,3,2,1,0,0
39,56,8,12,4,5,4,4,2,3,1,2,0,0
31,44,8,10,3,3,4,4,2,3,1,2,1,0
24,36,6,8,2,3,1,4,2,1,1,1,0,2
31,44,9,10,4,4,3,4,2,3,2,2,0,0
30,30,7,8,3,4,2,3,2,2,1,1,0,0
52,38,11,10,4,5,3,2,3,3,1,1,2,0
23,41,6,10,2,5,4,4,2,4,1,1,0,0
38,30,10,8,4,4,4,3,3,2,1,1,0,0
26,42,8,9,4,4,3,3,2,3,1,1,0,0
32,21,7,5,3,1,2,3,2,2,1,0,0,1
43,63,10,13,5,6,5,5,3,4,1,2,0,0
34,19,7,5,2,2,2,2,3,1,1,1,0,0
45,35,11,9,5,4,4,3,4,2,1,1,0,1
29,32,7,8,3,3,2,2,2,3,1,1,0,0
26,39,7,9,3,2,4,3,2,2,1,1,0,2
37,28,8,6,3,2,3,3,3,2,1,1,0,0
35,30,9,8,4,4,3,3,3,2,1,1,0,0
47,22,12,6,6,2,4,5,3,2,2,1,0,0
46,23,12,6,5,2,4,4,4,2,1,1,1,0
35,34,7,8,2,4,3,3,2,2,1,1,1,0
23,23,7,6,3,2,3,3,2,2,1,1,0,0
45,28,10,7,4,3,3,5,2,2,2,1,1,0
31,19,7,5,3,2,3,3,2,1,1,1,0,0
26,24,7,7,3,3,3,3,2,3,1,1,0,0
26,28,6,6,2,3,2,2,2,1,1,1,0,0
30,24,6,6,3,3,2,3,1,1,1,1,0,0
23,31,6,6,2,2,3,3,2,2,1,1,0,0
29,29,7,8,3,4,3,3,2,2,1,1,0,0
55,34,13,8,6,4,5,4,5,2,1,1,0,0
36,53,9,12,4,5,2,2,2,4,2,1,0,1
27,35,7,8,3,2,3,3,2,3,1,1,0,1
27,39,6,8,2,3,3,3,1,2,1,2,0,0
37,29,10,7,5,3,4,3,3,2,1,1,0,0
33,33,9,8,5,4,3,3,2,2,1,1,0,0
35,66,8,13,3,6,6,6,2,3,2,2,0,1
41,29,10,7,5,3,3,3,3,2,1,1,0,0
41,33,9,8,4,3,3,4,2,3,2,1,0,0
29,57,9,14,3,6,6,5,3,5,1,2,0,0
21,22,5,5,2,2,1,3,1,1,1,1,0,0
73,25,15,7,6,3,7,6,5,2,2,1,3,0
29,30,7,8,3,3,4,3,2,2,1,1,0,1
32,35,6,7,2,3,2,4,2,2,1,1,0,0
33,34,7,8,3,4,2,2,2,2,1,1,0,0
25,54,6,12,3,5,3,3,1,4,1,1,0,1
72,27,16,7,7,2,5,5,5,2,2,1,1,0
51,57,11,12,6,6,3,4,3,2,2,2,0,2
17,35,5,9,2,4,2,3,1,2,1,2,0,0
37,27,9,6,4,2,3,3,3,2,1,1,0,0
37,31,7,7,3,3,1,1,2,2,1,1,0,0
35,25,7,6,3,2,3,3,2,1,1,1,0,1
29,23,8,6,4,2,3,3,2,2,1,1,0,0
